01-01-2011,
01-01-2011,Malanpur-Auraiya
01-01-2011,Badod-Kota/Morak
01-01-2011,Mundra-Mohindergarh(HVDC)
01-01-2011,Sub Total WR
01-01-2011,Pusauli Bypass
01-01-2011,MZP- GKP (D/C)
01-01-2011,Patna-Balia(D/C)
01-01-2011,B'Sharif-Balia (D/C)
01-01-2011,Pusauli-Balia
01-01-2011,Gaya-Fatehpur (765 Kv)
01-01-2011,Pusauli-Sahupuri
02-01-2011,
02-01-2011,Malanpur-Auraiya
02-01-2011,Badod-Kota/Morak
02-01-2011,Mundra-Mohindergarh(HVDC)
02-01-2011,Sub Total WR
02-01-2011,Pusauli Bypass
02-01-2011,MZP- GKP (D/C)
02-01-2011,Patna-Balia(D/C)
02-01-2011,B'Sharif-Balia (D/C)
02-01-2011,Pusauli-Balia
02-01-2011,Gaya-Fatehpur (765 Kv)
02-01-2011,Pusauli-Sahupuri
03-01-2011,
03-01-2011,Malanpur-Auraiya
03-01-2011,Badod-Kota/Morak
03-01-2011,Mundra-Mohindergarh(HVDC)
03-01-2011,Sub Total WR
03-01-2011,Pusauli Bypass
03-01-2011,MZP- GKP (D/C)
03-01-2011,Patna-Balia(D/C)
03-01-2011,B'Sharif-Balia (D/C)
03-01-2011,Pusauli-Balia
03-01-2011,Gaya-Fatehpur (765 Kv)
03-01-2011,Pusauli-Sahupuri
04-01-2011,
04-01-2011,Malanpur-Auraiya
04-01-2011,Badod-Kota/Morak
04-01-2011,Mundra-Mohindergarh(HVDC)
04-01-2011,Sub Total WR
04-01-2011,Pusauli Bypass
04-01-2011,MZP- GKP (D/C)
04-01-2011,Patna-Balia(D/C)
04-01-2011,B'Sharif-Balia (D/C)
04-01-2011,Pusauli-Balia
04-01-2011,Gaya-Fatehpur (765 Kv)
04-01-2011,Pusauli-Sahupuri
05-01-2011,
05-01-2011,Malanpur-Auraiya
05-01-2011,Badod-Kota/Morak
05-01-2011,Mundra-Mohindergarh(HVDC)
05-01-2011,Sub Total WR
05-01-2011,Pusauli Bypass
05-01-2011,MZP- GKP (D/C)
05-01-2011,Patna-Balia(D/C)
05-01-2011,B'Sharif-Balia (D/C)
05-01-2011,Pusauli-Balia
05-01-2011,Gaya-Fatehpur (765 Kv)
05-01-2011,Pusauli-Sahupuri
06-01-2011,
06-01-2011,Malanpur-Auraiya
